Return_ID,Order_ID,Product_ID,Return_Date,Return_Quantity,Return_Reason,Refund_Amount
R12263,SO39281,P1288,14-Feb-2025,7,Late Delivery,32130
R12264,SO31593,P1766,11-Apr-2025,2,Size Issue,144300
R12265,SO45248,P1798,13-Nov-2025,7,Size Issue,385700
R12266,SO15760,P1606,01-Feb-2025,5,Quality Issue,90700
R12267,SO43510,P1939,11-Oct-2025,1,Wrong Item,59020
R12268,SO15647,P1137,12-Oct-2025,1,Not Required,12040
R12269,SO31699,P1033,10-Apr-2025,2,Size Issue,119300
R12270,SO29470,P1220,19-Aug-2025,5,Damaged,363650
R12271,SO67849,P1299,03-Apr-2025,9,Quality Issue,204210
R12272,SO41172,P1827,21-Apr-2025,5,Wrong Item,188750
R12273,SO14949,P1616,17-Sep-2025,7,Not Required,13580
R12274,SO51918,P1941,11-Sep-2025,2,Damaged,113800
R12275,SO33945,P1439,27-Jul-2025,1,Defective,5900
R12276,SO34271,P1194,03-Aug-2025,1,Defective,6640
R12277,SO65633,P1117,23-Jan-2025,16,Defective,1020480
R12278,SO38193,P1021,29-Apr-2025,2,Quality Issue,40560
R12279,SO43839,P1929,02-Sep-2025,10,Quality Issue,535600
R12280,SO20516,P1236,07-Sep-2025,5,Defective,291500
R12281,SO36078,P1193,28-Nov-2025,5,Late Delivery,93850
R12282,SO19067,P1421,18-Oct-2025,6,Defective,274440
R12283,SO19531,P1356,25-Dec-2025,6,Late Delivery,159840
R12284,SO66924,P1883,01-Jan-2026,1,Late Delivery,55650
R12285,SO68562,P1420,02-Sep-2025,3,Defective,22140
R12286,SO69459,P1643,23-Dec-2025,2,Late Delivery,135400
R12287,SO36527,P1136,31-Dec-2025,17,Size Issue,217600
R12288,SO60218,P1253,21-Dec-2025,11,Damaged,234080
R12289,SO28519,P1327,05-Jun-2025,14,Wrong Item,57400
R12290,SO26477,P1534,29-Jan-2025,2,Defective,29860
R12291,SO51932,P1239,21-Jun-2025,16,Quality Issue,1329920
R12292,SO38556,P1238,13-Oct-2025,7,Quality Issue,155750
R12293,SO58177,P1849,09-Apr-2025,11,Size Issue,298540
R12294,SO57001,P1860,18-Mar-2025,7,Damaged,473690
R12295,SO43781,P1405,26-Mar-2025,3,Quality Issue,184710
R12296,SO50884,P1220,07-Dec-2025,5,Wrong Item,363650
R12297,SO14676,P1140,18-Dec-2025,9,Wrong Item,317610
R12298,SO68161,P1198,31-May-2025,1,Late Delivery,18040
R12299,SO50523,P1544,22-Apr-2025,7,Wrong Item,356790
R12300,SO30001,P1473,24-Jun-2025,4,Defective,140800
R12301,SO58341,P1657,14-Aug-2025,11,Wrong Item,833140
R12302,SO68617,P1635,28-Apr-2025,1,Size Issue,67860
R12303,SO10082,P1595,22-Aug-2025,5,Damaged,348950
R12304,SO39096,P1964,29-Dec-2025,9,Damaged,548910
R12305,SO63428,P1023,17-Nov-2025,1,Damaged,22570
R12306,SO26073,P1675,26-Oct-2025,9,Defective,421650
R12307,SO58585,P1517,29-Oct-2025,5,Quality Issue,100900
R12308,SO61351,P1209,29-Oct-2025,6,Damaged,134340
R12309,SO31654,P1946,22-Apr-2025,6,Late Delivery,256140
R12310,SO34142,P1313,19-Aug-2025,7,Quality Issue,26040
R12311,SO68514,P1058,23-Nov-2025,12,Wrong Item,619560
R12312,SO66939,P1499,06-Dec-2025,14,Not Required,317940
R12313,SO42134,P1858,28-Jul-2025,4,Late Delivery,276000
R12314,SO13071,P1804,13-May-2025,6,Size Issue,377100
R12315,SO16154,P1456,14-Apr-2025,2,Not Required,31160
R12316,SO39494,P1350,09-Feb-2025,10,Not Required,502600
R12317,SO11669,P1784,20-Jun-2025,5,Defective,249300
R12318,SO44431,P1610,01-Dec-2025,3,Size Issue,168960
R12319,SO21027,P1920,16-Jun-2025,2,Wrong Item,123860
R12320,SO38283,P1232,30-May-2025,18,Size Issue,971820
R12321,SO20616,P1711,27-May-2025,15,Defective,367350
R12322,SO40228,P1155,30-Oct-2025,12,Not Required,7080
R12323,SO53785,P1638,10-Mar-2025,1,Wrong Item,7290
R12324,SO13532,P1998,15-May-2025,10,Not Required,305700
R12325,SO51406,P1386,12-Nov-2025,10,Damaged,386000
R12326,SO62392,P1664,20-Jun-2025,2,Late Delivery,41960
R12327,SO47759,P1414,08-Jul-2025,18,Damaged,6120
R12328,SO12235,P1194,24-Jan-2025,6,Wrong Item,39840
R12329,SO28362,P1430,28-Jul-2025,3,Defective,37680
R12330,SO41553,P1242,16-Nov-2025,4,Late Delivery,47160
R12331,SO55676,P1958,14-Jun-2025,2,Defective,148240
R12332,SO64354,P1533,31-Aug-2025,8,Size Issue,322000
R12333,SO22363,P1191,29-Apr-2025,7,Late Delivery,440090
R12334,SO19821,P1945,09-Sep-2025,3,Size Issue,168990
R12335,SO58808,P1373,17-Nov-2025,6,Wrong Item,400200
R12336,SO28336,P1280,01-Mar-2025,2,Size Issue,65080
R12337,SO41429,P1039,04-Jul-2025,6,Size Issue,187860
R12338,SO54298,P1365,27-Sep-2025,2,Damaged,140360
R12339,SO12096,P1852,27-Jul-2025,2,Defective,74320
R12340,SO43824,P1014,12-Oct-2025,2,Wrong Item,102100
R12341,SO65257,P1029,29-Mar-2025,9,Quality Issue,400050
R12342,SO63593,P1684,12-Aug-2025,5,Not Required,319400
R12343,SO13260,P1320,15-Apr-2025,10,Late Delivery,263100
R12344,SO55489,P1412,03-Mar-2025,1,Wrong Item,32350
R12345,SO19300,P1427,22-Mar-2025,14,Late Delivery,1073940
R12346,SO12675,P1686,27-Dec-2025,1,Late Delivery,13220
R12347,SO18251,P1554,03-Apr-2025,4,Not Required,149200
R12348,SO39846,P1883,26-Nov-2025,12,Defective,667800
R12349,SO46951,P1166,24-Feb-2025,2,Defective,101000
R12350,SO69087,P1879,25-Oct-2025,2,Size Issue,101320
R12351,SO36077,P1034,24-Apr-2025,3,Not Required,204690
R12352,SO34718,P1420,19-Jul-2025,6,Late Delivery,44280
R12353,SO53204,P1715,21-Jul-2025,1,Size Issue,74070
R12354,SO69763,P1331,16-Dec-2025,9,Size Issue,45720
R12355,SO29918,P1420,23-Jan-2025,9,Wrong Item,66420
R12356,SO46482,P1499,14-Dec-2025,4,Not Required,90840
R12357,SO46065,P1144,05-Sep-2025,4,Not Required,278320
R12358,SO69377,P1800,30-Apr-2025,1,Late Delivery,52760
R12359,SO56181,P1568,21-Jun-2025,2,Defective,15480
R12360,SO49712,P1060,21-Jul-2025,1,Size Issue,29620
R12361,SO67098,P1490,18-May-2025,2,Size Issue,20100
R12362,SO63752,P1495,07-Apr-2025,1,Damaged,20680
R12363,SO36716,P1580,05-Jun-2025,4,Quality Issue,133800
R12364,SO24153,P1948,04-May-2025,2,Not Required,63800
R12365,SO36253,P1734,31-Dec-2025,3,Quality Issue,172710
R12366,SO10672,P1762,16-Nov-2025,5,Not Required,122100
R12367,SO29558,P1950,03-Dec-2025,15,Late Delivery,575400
R12368,SO34091,P1539,12-Jul-2025,8,Size Issue,197520
R12369,SO38363,P1167,23-Sep-2025,2,Late Delivery,44140
R12370,SO52898,P1533,23-Oct-2025,3,Damaged,120750
R12371,SO25482,P1866,13-May-2025,3,Wrong Item,210090
R12372,SO64160,P1003,28-Feb-2025,5,Defective,221000
R12373,SO28779,P1510,12-Oct-2025,7,Late Delivery,21350
R12374,SO33980,P1792,15-Nov-2025,6,Wrong Item,390300
R12375,SO57663,P1119,26-Nov-2025,6,Wrong Item,226440
R12376,SO22915,P1405,13-Mar-2025,3,Wrong Item,184710
R12377,SO67079,P1486,30-Mar-2025,8,Damaged,516880
R12378,SO42952,P1842,17-Jul-2025,2,Defective,122660
R12379,SO14673,P1826,06-Apr-2025,6,Not Required,242220
R12380,SO56284,P1697,03-Jan-2026,5,Wrong Item,313850
R12381,SO40056,P1256,03-May-2025,15,Not Required,146100
R12382,SO24208,P1029,03-Feb-2025,5,Defective,222250
R12383,SO61301,P1220,08-Feb-2025,3,Quality Issue,218190
R12384,SO39884,P1884,03-Feb-2025,2,Late Delivery,29220
R12385,SO47689,P1298,20-Jul-2025,1,Damaged,71270
R12386,SO15318,P1507,26-May-2025,3,Quality Issue,221700
R12387,SO61330,P1814,19-Dec-2025,2,Wrong Item,86480
R12388,SO15401,P1305,02-Jul-2025,3,Defective,62700
R12389,SO50539,P1518,12-Jun-2025,4,Late Delivery,174560
R12390,SO25854,P1585,07-May-2025,7,Wrong Item,401660
R12391,SO51323,P1142,25-Aug-2025,1,Damaged,1190
R12392,SO67588,P1981,10-Apr-2025,11,Damaged,250360
R12393,SO20374,P1267,21-Apr-2025,3,Late Delivery,162480
R12394,SO35334,P1664,08-Aug-2025,2,Late Delivery,41960
R12395,SO16286,P1224,25-Oct-2025,11,Not Required,216040
R12396,SO29659,P1959,04-Jun-2025,6,Late Delivery,123420
R12397,SO44969,P1232,11-Nov-2025,1,Not Required,53990
R12398,SO46858,P1616,03-Jul-2025,1,Quality Issue,1940
R12399,SO13813,P1174,21-Feb-2025,12,Quality Issue,185880
R12400,SO45065,P1649,19-Sep-2025,4,Wrong Item,169240
R12401,SO25574,P1298,11-Jun-2025,6,Late Delivery,427620
R12402,SO50667,P1759,13-Jan-2025,9,Wrong Item,231030
R12403,SO37323,P1090,30-Oct-2025,17,Wrong Item,946560
R12404,SO37405,P1023,25-Feb-2025,1,Size Issue,22570
R12405,SO32750,P1678,04-Oct-2025,1,Wrong Item,25410
R12406,SO15207,P1077,22-Jun-2025,3,Quality Issue,75930
R12407,SO24052,P1815,09-Sep-2025,2,Wrong Item,51040
R12408,SO64037,P1135,18-Feb-2025,7,Defective,363020
R12409,SO51910,P1340,22-Dec-2025,7,Quality Issue,313530
R12410,SO23849,P1041,19-Dec-2025,6,Wrong Item,203460
R12411,SO40687,P1072,11-Feb-2025,7,Not Required,353640
R12412,SO16008,P1153,09-Nov-2025,4,Quality Issue,196280
R12413,SO52922,P1631,23-Nov-2025,11,Not Required,439120
R12414,SO69580,P1655,26-Jun-2025,4,Size Issue,29640
R12415,SO21225,P1335,06-Mar-2025,1,Late Delivery,5000
R12416,SO57052,P1703,15-Feb-2025,4,Size Issue,149120
R12417,SO14722,P1287,30-Aug-2025,2,Damaged,12300
R12418,SO22307,P1899,15-Jun-2025,7,Not Required,471660
R12419,SO49083,P1734,14-Mar-2025,4,Not Required,230280
R12420,SO25935,P1716,23-Jun-2025,13,Quality Issue,452400
R12421,SO30646,P1146,02-Apr-2025,1,Damaged,67400
R12422,SO50948,P1572,03-Apr-2025,2,Late Delivery,103080
R12423,SO45438,P1632,02-Jun-2025,7,Damaged,36400
R12424,SO54363,P1740,02-Jul-2025,2,Damaged,71340
R12425,SO13383,P1989,25-Aug-2025,2,Wrong Item,54860
R12426,SO63007,P1891,03-Jan-2026,13,Size Issue,140920
R12427,SO18279,P1433,26-Jan-2025,2,Defective,39820
R12428,SO41213,P1912,05-Mar-2025,5,Wrong Item,273650
R12429,SO29237,P1454,08-Jun-2025,12,Defective,665520
R12430,SO33968,P1958,27-Feb-2025,14,Late Delivery,1037680
R12431,SO27619,P1603,18-Dec-2025,1,Not Required,37600
R12432,SO36313,P1144,27-May-2025,13,Wrong Item,904540
R12433,SO44542,P1526,15-Feb-2025,2,Late Delivery,12480
R12434,SO14866,P1171,10-May-2025,9,Size Issue,366750
R12435,SO48586,P1283,15-Jun-2025,1,Defective,51090
R12436,SO63499,P1785,23-Jan-2025,2,Late Delivery,41080
R12437,SO65768,P1064,16-Dec-2025,8,Damaged,37760
R12438,SO11290,P1576,14-Feb-2025,7,Late Delivery,225190
R12439,SO32956,P1240,19-Jan-2025,3,Late Delivery,63120
R12440,SO17816,P1601,07-Jun-2025,2,Defective,20260
R12441,SO28204,P1995,09-May-2025,13,Late Delivery,718640
R12442,SO43533,P1696,14-Apr-2025,1,Size Issue,46220
R12443,SO50519,P1986,07-Dec-2025,3,Late Delivery,190170
R12444,SO36790,P1732,30-May-2025,11,Defective,253220
R12445,SO56261,P1214,27-May-2025,1,Wrong Item,27420
R12446,SO60399,P1979,25-Jun-2025,10,Quality Issue,518400
R12447,SO62973,P1685,07-Aug-2025,4,Late Delivery,128200
R12448,SO19494,P1827,31-May-2025,8,Not Required,302000
R12449,SO58094,P1020,16-Oct-2025,1,Size Issue,62170
R12450,SO67698,P1428,20-Mar-2025,5,Damaged,247800
R12451,SO51036,P1882,09-Jun-2025,6,Size Issue,118680
R12452,SO10003,P1262,11-Aug-2025,7,Not Required,224000
R12453,SO16935,P1924,11-Apr-2025,11,Wrong Item,635140
R12454,SO55553,P2000,09-May-2025,2,Wrong Item,141600
R12455,SO25904,P1804,11-Jul-2025,1,Damaged,62850
R12456,SO27056,P1351,27-Feb-2025,12,Quality Issue,314160
R12457,SO47988,P1933,03-Oct-2025,5,Late Delivery,29900
R12458,SO41079,P1826,14-Feb-2025,9,Not Required,363330
R12459,SO65894,P1458,14-Feb-2025,6,Quality Issue,334740
R12460,SO14363,P1152,20-Jul-2025,8,Size Issue,528080
R12461,SO25682,P1214,25-Jul-2025,3,Size Issue,82260
R12462,SO31354,P1692,28-Dec-2025,1,Defective,55130
R12463,SO67294,P1532,20-Dec-2025,5,Damaged,86200
R12464,SO51365,P1632,01-Mar-2025,3,Late Delivery,15600
R12465,SO24087,P1728,05-Jun-2025,3,Quality Issue,129210
R12466,SO40372,P1990,03-Apr-2025,6,Late Delivery,61260
R12467,SO32962,P1501,31-Jan-2025,12,Size Issue,120360
R12468,SO11745,P1778,02-Oct-2025,4,Wrong Item,148480
R12469,SO11632,P1861,18-Mar-2025,2,Not Required,106760
R12470,SO27449,P1473,14-Mar-2025,3,Quality Issue,105600
R12471,SO42294,P1940,26-Jul-2025,1,Wrong Item,71960
R12472,SO34191,P1390,19-Oct-2025,11,Late Delivery,524700
R12473,SO68002,P1341,28-May-2025,4,Defective,96840
R12474,SO23100,P1530,07-Apr-2025,5,Quality Issue,144650
R12475,SO17096,P1612,13-Mar-2025,1,Late Delivery,4040
R12476,SO11069,P1629,01-Sep-2025,8,Damaged,291440
R12477,SO45031,P1442,13-Jan-2025,12,Defective,238560
R12478,SO65800,P1847,22-Sep-2025,2,Late Delivery,18300
R12479,SO36081,P1482,28-Jan-2025,1,Wrong Item,69120
R12480,SO21049,P1090,26-Jan-2025,16,Not Required,890880
R12481,SO43126,P1194,01-May-2025,6,Defective,39840
R12482,SO19112,P1041,11-Jul-2025,2,Quality Issue,67820
R12483,SO55728,P1355,04-Jun-2025,16,Damaged,943520
R12484,SO19481,P1277,31-Jan-2025,3,Quality Issue,17640
R12485,SO24353,P1507,05-Apr-2025,2,Late Delivery,147800
R12486,SO38988,P1225,09-Aug-2025,15,Damaged,472650
R12487,SO61863,P1171,21-Jul-2025,2,Defective,81500
R12488,SO15949,P1701,04-Feb-2025,5,Late Delivery,323600
R12489,SO44685,P1107,17-Jul-2025,15,Late Delivery,28350
R12490,SO27114,P1929,13-Mar-2025,4,Quality Issue,214240
R12491,SO24199,P1660,18-Nov-2025,2,Wrong Item,32540
R12492,SO43801,P1641,14-Jan-2025,5,Damaged,124450
R12493,SO60561,P1170,03-Mar-2025,1,Defective,60410
R12494,SO58916,P1534,10-Jun-2025,6,Quality Issue,89580
R12495,SO34545,P1340,21-Nov-2025,13,Quality Issue,582270
R12496,SO20704,P1449,23-Aug-2025,1,Size Issue,16000
R12497,SO21275,P1072,17-May-2025,13,Not Required,656760
R12498,SO33047,P1281,01-Jun-2025,18,Size Issue,21420
R12499,SO64104,P1775,05-May-2025,13,Not Required,888680
R12500,SO37237,P1178,28-Sep-2025,2,Quality Issue,86760
R12501,SO31580,P1264,08-Aug-2025,10,Defective,662200
R12502,SO21817,P1278,26-Apr-2025,4,Wrong Item,218840
R12503,SO48491,P1293,21-Dec-2025,1,Damaged,2410
R12504,SO40660,P1014,19-Dec-2025,3,Not Required,153150
R12505,SO21921,P1624,14-Sep-2025,2,Late Delivery,142300
R12506,SO33347,P1832,19-Apr-2025,6,Quality Issue,119940
R12507,SO11764,P1019,11-Feb-2025,10,Wrong Item,597400
R12508,SO58251,P1001,04-Dec-2025,1,Quality Issue,47360
R12509,SO51253,P1937,30-Aug-2025,4,Late Delivery,162320
R12510,SO65674,P1530,30-Jun-2025,1,Size Issue,28930
R12511,SO40917,P1557,11-Sep-2025,3,Late Delivery,31830
R12512,SO50111,P1279,29-May-2025,5,Not Required,16300
R12513,SO31360,P1499,07-Jul-2025,11,Quality Issue,249810
R12514,SO28843,P1733,24-Jun-2025,18,Quality Issue,867960
R12515,SO10229,P1715,07-Jan-2026,2,Quality Issue,148140
R12516,SO45135,P1753,05-Mar-2025,1,Wrong Item,44290
R12517,SO44380,P1126,31-Oct-2025,13,Not Required,252070
R12518,SO53016,P1464,01-Sep-2025,2,Defective,16680
R12519,SO56719,P1433,12-May-2025,1,Wrong Item,19910
R12520,SO47340,P1279,31-Jan-2025,2,Size Issue,6520
R12521,SO27263,P1942,28-May-2025,1,Quality Issue,32830
R12522,SO49749,P1727,25-Oct-2025,3,Wrong Item,206940
R12523,SO66516,P1559,24-May-2025,9,Defective,653580
R12524,SO19007,P1511,19-Jun-2025,2,Damaged,40780
R12525,SO49916,P1475,28-Nov-2025,7,Quality Issue,119350
R12526,SO30618,P1898,27-Nov-2025,9,Quality Issue,244350
R12527,SO57957,P1079,23-Sep-2025,7,Not Required,333060
R12528,SO68810,P1701,30-Jan-2025,9,Quality Issue,582480
R12529,SO23138,P1448,19-Dec-2025,3,Defective,147450
R12530,SO13154,P1986,25-Dec-2025,6,Late Delivery,380340
R12531,SO36895,P1271,02-Jun-2025,6,Damaged,261060
R12532,SO46937,P1800,01-Nov-2025,4,Quality Issue,211040
R12533,SO63335,P1470,28-Nov-2025,3,Quality Issue,35430
R12534,SO24597,P1793,26-Apr-2025,1,Not Required,59890
R12535,SO34234,P1750,20-Feb-2025,12,Defective,508080
R12536,SO67086,P1206,26-Jul-2025,1,Wrong Item,68840
R12537,SO22239,P1189,31-Mar-2025,11,Not Required,114400
R12538,SO53142,P1370,01-Mar-2025,7,Wrong Item,31710
R12539,SO51698,P1873,16-Jul-2025,2,Damaged,154900
R12540,SO19580,P1315,10-Mar-2025,13,Not Required,850590
R12541,SO52527,P1955,09-Mar-2025,14,Not Required,472080
R12542,SO45290,P1844,24-Jul-2025,1,Quality Issue,25100
R12543,SO64330,P1810,28-Nov-2025,5,Damaged,352500
R12544,SO32538,P1105,31-Mar-2025,8,Wrong Item,566640
R12545,SO35632,P1738,16-Aug-2025,6,Not Required,68940
R12546,SO52650,P1732,16-Jul-2025,1,Quality Issue,23020
R12547,SO42327,P1782,21-Sep-2025,7,Quality Issue,73360
R12548,SO33544,P1789,11-Apr-2025,10,Quality Issue,215300
R12549,SO42910,P1499,26-Jun-2025,9,Quality Issue,204390
R12550,SO25071,P1484,23-Nov-2025,12,Defective,494880
R12551,SO38588,P1315,23-Apr-2025,3,Late Delivery,196290
R12552,SO42430,P1936,20-Dec-2025,13,Damaged,310830
R12553,SO65708,P1452,07-Nov-2025,6,Defective,418200
R12554,SO58897,P1204,22-Jul-2025,2,Quality Issue,31900
R12555,SO43612,P1184,21-Jan-2025,9,Defective,641160
R12556,SO35060,P1243,14-Jan-2025,3,Damaged,232620
R12557,SO52847,P1380,20-Aug-2025,6,Not Required,132660
R12558,SO28673,P1756,02-Jul-2025,9,Size Issue,578970
R12559,SO31317,P1855,14-Jun-2025,3,Damaged,222660
R12560,SO14848,P1104,21-Sep-2025,4,Quality Issue,28680
R12561,SO43057,P1456,21-Mar-2025,7,Quality Issue,109060
R12562,SO25031,P1897,18-Sep-2025,5,Wrong Item,95250
R12563,SO48243,P1520,09-Jan-2026,11,Damaged,39490
R12564,SO46239,P1939,09-May-2025,1,Defective,59020
R12565,SO58917,P1763,03-Feb-2025,2,Quality Issue,20660
R12566,SO13626,P1079,21-Mar-2025,1,Defective,47580
R12567,SO25353,P1732,24-Feb-2025,12,Late Delivery,276240
R12568,SO36340,P1304,13-Dec-2025,19,Wrong Item,821560
R12569,SO52924,P1008,14-Jul-2025,1,Defective,62340
R12570,SO48252,P1252,14-Sep-2025,5,Not Required,75750
R12571,SO29566,P1088,27-Jun-2025,7,Quality Issue,243600
R12572,SO37858,P1165,20-Aug-2025,9,Wrong Item,165240
R12573,SO16710,P1064,22-Jun-2025,1,Quality Issue,4720
R12574,SO22519,P1350,05-Jul-2025,2,Wrong Item,100520
R12575,SO23362,P1186,08-Oct-2025,15,Damaged,901800
R12576,SO69498,P1090,16-Nov-2025,4,Not Required,222720
R12577,SO16763,P1879,09-Feb-2025,6,Wrong Item,303960
R12578,SO65735,P1575,22-Dec-2025,7,Defective,66850
R12579,SO14641,P1030,30-Nov-2025,2,Late Delivery,43400
R12580,SO34370,P1884,17-May-2025,1,Damaged,14610
R12581,SO54944,P1229,07-Aug-2025,5,Wrong Item,2250
R12582,SO44454,P1860,01-Dec-2025,2,Defective,135340
R12583,SO36642,P1898,20-Dec-2025,13,Not Required,352950
R12584,SO34010,P1409,04-Oct-2025,10,Wrong Item,414200
R12585,SO20728,P1173,25-May-2025,8,Not Required,553040
R12586,SO15895,P1026,20-May-2025,1,Quality Issue,58530
R12587,SO30665,P1977,07-May-2025,5,Late Delivery,311150
R12588,SO46189,P1839,09-Oct-2025,6,Quality Issue,30720
R12589,SO64189,P1059,24-Mar-2025,2,Defective,102800
R12590,SO48410,P1144,25-Sep-2025,10,Late Delivery,695800
R12591,SO17651,P1236,04-Dec-2025,6,Defective,349800
R12592,SO41828,P1487,01-Sep-2025,7,Wrong Item,401870
R12593,SO47418,P1411,07-Jan-2026,3,Late Delivery,199020
R12594,SO66512,P1818,25-May-2025,4,Quality Issue,168480
R12595,SO50218,P1109,01-Oct-2025,1,Quality Issue,44110
R12596,SO13391,P1423,03-Aug-2025,13,Late Delivery,171080
R12597,SO54567,P1482,16-May-2025,10,Wrong Item,691200
R12598,SO21128,P1281,15-May-2025,4,Defective,4760
R12599,SO45650,P1078,11-Oct-2025,14,Late Delivery,190680
R12600,SO14070,P1673,26-Sep-2025,4,Wrong Item,116280
R12601,SO51047,P1873,14-Aug-2025,3,Late Delivery,232350
R12602,SO22032,P1874,24-Jan-2025,6,Wrong Item,142260
R12603,SO31404,P1920,21-Dec-2025,8,Quality Issue,495440
R12604,SO42526,P1602,25-Sep-2025,9,Quality Issue,685890
R12605,SO23616,P1043,10-Apr-2025,3,Damaged,89460
R12606,SO28745,P1118,15-Aug-2025,1,Late Delivery,15540
R12607,SO66490,P1413,01-Jan-2026,1,Size Issue,7310
R12608,SO63168,P1349,27-Mar-2025,1,Late Delivery,35050
R12609,SO24839,P1523,05-Jun-2025,9,Not Required,107010
R12610,SO19916,P1783,15-Oct-2025,1,Quality Issue,31840
R12611,SO37752,P1458,09-Jun-2025,3,Quality Issue,167370
R12612,SO58297,P1246,11-Feb-2025,6,Defective,163080
R12613,SO51097,P1242,03-Jan-2026,4,Defective,47160
R12614,SO10147,P1283,28-Feb-2025,18,Not Required,919620
R12615,SO11763,P1566,04-Nov-2025,18,Quality Issue,413640
R12616,SO20762,P1925,31-May-2025,4,Quality Issue,111280
R12617,SO40245,P1483,08-Oct-2025,1,Wrong Item,75190
R12618,SO59171,P1941,13-Jul-2025,6,Size Issue,341400
R12619,SO48972,P1983,03-Nov-2025,12,Size Issue,991440
R12620,SO57225,P1794,07-Mar-2025,10,Damaged,60200
R12621,SO49919,P1919,22-Oct-2025,6,Wrong Item,33000
R12622,SO30009,P1153,10-Sep-2025,4,Wrong Item,196280
R12623,SO59036,P1002,19-Apr-2025,3,Quality Issue,197220
R12624,SO42295,P1382,04-May-2025,8,Not Required,133840
R12625,SO23781,P1112,05-Aug-2025,1,Quality Issue,37140
R12626,SO49092,P1217,21-Aug-2025,4,Wrong Item,144400
R12627,SO69760,P1493,31-Oct-2025,14,Defective,292880
R12628,SO32970,P1470,03-Aug-2025,15,Not Required,177150
R12629,SO61102,P1241,12-Jan-2026,1,Defective,47410
R12630,SO32417,P1300,06-Jul-2025,14,Size Issue,190960
R12631,SO21501,P1447,22-Nov-2025,3,Defective,63150
R12632,SO18949,P1602,18-Jan-2025,8,Wrong Item,609680
R12633,SO43443,P1175,23-Jul-2025,6,Not Required,232200
R12634,SO59507,P1127,10-Jul-2025,2,Late Delivery,28080
R12635,SO66059,P1467,12-Oct-2025,10,Size Issue,286100
R12636,SO67476,P1015,13-Nov-2025,2,Wrong Item,91440
R12637,SO61023,P1340,06-Nov-2025,1,Not Required,44790
R12638,SO56625,P1562,06-Oct-2025,8,Damaged,434400
R12639,SO14488,P1560,14-Feb-2025,7,Quality Issue,61880
R12640,SO42438,P1167,08-Dec-2025,14,Quality Issue,308980
R12641,SO55335,P1288,27-Oct-2025,3,Not Required,13770
R12642,SO66611,P1582,08-Jan-2026,13,Damaged,339560
R12643,SO29584,P1692,11-Sep-2025,5,Defective,275650
R12644,SO63421,P1516,05-Nov-2025,5,Size Issue,122000
R12645,SO40182,P1433,20-Oct-2025,1,Defective,19910
R12646,SO66045,P1386,14-Feb-2025,15,Late Delivery,579000
R12647,SO65042,P1821,29-Jul-2025,4,Defective,264640
R12648,SO53190,P1139,24-Nov-2025,6,Size Issue,33300
R12649,SO63481,P1298,14-Sep-2025,4,Defective,285080
R12650,SO49849,P1164,19-Jun-2025,3,Wrong Item,27930
R12651,SO33398,P1749,19-Oct-2025,2,Size Issue,52840
R12652,SO64078,P1692,21-Apr-2025,5,Not Required,275650
R12653,SO63000,P1575,25-Apr-2025,4,Wrong Item,38200
R12654,SO41194,P1798,17-Mar-2025,4,Not Required,220400
R12655,SO37504,P1051,06-Feb-2025,4,Not Required,140480
R12656,SO34403,P1972,28-Sep-2025,11,Defective,610610
R12657,SO65095,P1979,29-Sep-2025,4,Size Issue,207360
R12658,SO45238,P1597,09-Jun-2025,1,Late Delivery,68640
R12659,SO22039,P1182,01-Feb-2025,5,Wrong Item,315300
R12660,SO60934,P1848,09-Feb-2025,7,Late Delivery,239260
R12661,SO12415,P1124,18-Feb-2025,4,Wrong Item,148680
R12662,SO46237,P1561,10-Nov-2025,4,Not Required,219680
R12663,SO48333,P1668,26-Jan-2025,6,Damaged,111360
R12664,SO29974,P1150,27-Jan-2025,16,Late Delivery,1174720
R12665,SO54247,P1135,07-Apr-2025,2,Size Issue,103720
R12666,SO35245,P1881,19-Jul-2025,9,Not Required,223020
R12667,SO57842,P1879,07-Mar-2025,1,Size Issue,50660
R12668,SO28420,P1849,01-Jun-2025,10,Quality Issue,271400
R12669,SO67268,P1531,07-Mar-2025,3,Quality Issue,15150
R12670,SO29775,P1529,14-Oct-2025,10,Damaged,652400
R12671,SO43504,P1044,04-Jul-2025,17,Size Issue,922250
R12672,SO50022,P1130,04-Feb-2025,1,Defective,27110
R12673,SO20791,P1157,21-Nov-2025,1,Defective,6340
R12674,SO27023,P1849,01-Feb-2025,4,Damaged,108560
R12675,SO43540,P1051,13-Nov-2025,1,Quality Issue,35120
R12676,SO35062,P1962,21-May-2025,16,Defective,541440
R12677,SO36652,P1212,30-Jul-2025,5,Damaged,279500
R12678,SO65253,P1651,20-Mar-2025,10,Not Required,147700
R12679,SO21753,P1467,26-Nov-2025,7,Defective,200270
